CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
26420,,48157,"Fort Bend County, TX",County or equivalent,585375,584699,590253,606064,624824,651847,684048,715331,744160,767712,788081,811688,822779,828632,858527
47260,,51620,"Franklin city, VA",County or equivalent,8582,8578,8579,8445,8482,8536,8392,8331,8201,8145,8089,7967,8180,8171,8217
22900,,5047,"Franklin County, AR",County or equivalent,18125,18137,18142,18009,17959,17915,17828,17749,17655,17809,17764,17715,17097,17122,17173
30860,,16041,"Franklin County, ID",County or equivalent,12786,12786,12781,12810,12798,12802,12910,12955,13320,13467,13704,13876,14194,14269,14666
17140,,18047,"Franklin County, IN",County or equivalent,23087,23098,23059,23040,23032,22970,22982,22940,22770,22694,22706,22758,22785,22767,22842
36840,,20059,"Franklin County, KS",County or equivalent,25992,25996,25985,25856,25825,25734,25531,25469,25523,25631,25625,25544,25996,26028,25986
23180,,21073,"Franklin County, KY",County or equivalent,49285,49268,49253,49313,49453,49478,49725,50070,50292,50492,50801,50991,51541,51569,51682
44140,,25011,"Franklin County, MA",County or equivalent,71372,71381,71369,71692,71687,71361,71298,70866,70622,70605,70611,70180,71029,70988,71015
41180,,29071,"Franklin County, MO",County or equivalent,101492,101468,101428,101618,101329,101712,101915,102251,102704,103315,103716,103967,104682,104769,105231
39580,,37069,"Franklin County, NC",County or equivalent,60619,60563,60835,60946,61405,62074,62691,63668,64676,66155,67625,69685,68573,69060,71703
31660,,36033,"Franklin County, NY",County or equivalent,51599,51601,51645,51545,51791,51212,51096,50540,51081,50465,50279,50022,47555,47527,47456
18140,,39049,"Franklin County, OH",County or equivalent,1163414,1163476,1166202,1180800,1199045,1218878,1238362,1257386,1274450,1295510,1307698,1316756,1323807,1324013,1321414
16540,,42055,"Franklin County, PA",County or equivalent,149618,149631,149925,150934,151482,151945,152607,153048,153705,154376,154579,155027,155932,155874,156289
46100,,47051,"Franklin County, TN",County or equivalent,41052,41064,40959,40857,40688,41213,41288,41343,41518,41623,41935,42208,42774,42781,43215
40220,,51067,"Franklin County, VA",County or equivalent,56159,56128,56176,56337,56290,56269,56258,56227,56158,56315,56191,56042,54477,54469,54938
15540,,50011,"Franklin County, VT",County or equivalent,47746,47759,47821,48228,48317,48407,48763,48988,48963,48969,49258,49402,49946,49996,50325
28420,,53021,"Franklin County, WA",County or equivalent,78163,78160,79077,83051,85698,86448,87665,88727,90199,91896,94003,95222,96749,97076,98268
47900,23224,24021,"Frederick County, MD",County or equivalent,233385,233403,234218,237284,239645,241129,243381,245001,246999,250622,254943,259547,271717,272737,279835
49020,,51069,"Frederick County, VA",County or equivalent,78305,78269,78550,79512,80229,81474,82714,83493,84638,86456,88173,89313,91419,91766,93717
47900,47894,51630,"Fredericksburg city, VA",County or equivalent,24286,24178,24354,25752,27179,27818,28256,28043,28360,28498,29171,29036,27982,27995,28367
10660,,27047,"Freeborn County, MN",County or equivalent,31255,31254,31204,31069,31026,30923,30742,30522,30449,30582,30480,30281,30895,30883,30749
15860,,8043,"Fremont County, CO",County or equivalent,46824,46828,46837,47379,47052,46332,46147,46282,46976,47548,47959,47839,48939,48981,49661
39940,,16043,"Fremont County, ID",County or equivalent,13242,13237,13225,13109,12966,12872,12803,12812,12914,13122,13155,13099,13388,13404,13592
40180,,56013,"Fremont County, WY",County or equivalent,40123,40123,40198,40519,41015,40912,40565,40219,40200,39818,39561,39261,39234,39177,39336
23420,,6019,"Fresno County, CA",County or equivalent,930450,930507,932039,939406,945045,951514,960567,969488,976830,985238,991950,999101,1008654,1008966,1013581
37770,,48163,"Frio County, TX",County or equivalent,17217,17217,17256,17492,17931,18400,18938,19361,19584,19895,20211,20306,18385,18366,18436
12060,,13121,"Fulton County, GA",County or equivalent,920581,920445,925632,947469,973221,981472,991847,1005127,1022866,1038938,1050131,1063937,1066710,1069023,1065334
37900,,17057,"Fulton County, IL",County or equivalent,37069,37071,37076,36910,36587,36323,35995,35713,35473,35104,34830,34340,33609,33440,33197
24100,,36035,"Fulton County, NY",County or equivalent,55531,55513,55455,55112,54845,54345,53932,53801,53610,53802,53633,53383,53324,53160,53116
45780,,39051,"Fulton County, OH",County or equivalent,42698,42698,42629,42363,42330,42199,42403,42301,42306,42265,42267,42126,42713,42619,42450
45220,,12039,"Gadsden County, FL",County or equivalent,46389,47744,47794,47373,46574,46087,46114,46060,46086,45993,45927,45660,43826,43701,43714
13100,,31067,"Gage County, NE",County or equivalent,22311,22311,22269,21908,21654,21767,21557,21715,21625,21621,21495,21513,21704,21663,21616
17140,,21077,"Gallatin County, KY",County or equivalent,8589,8586,8612,8619,8552,8578,8636,8613,8719,8720,8766,8869,8690,8667,8775
14580,,30031,"Gallatin County, MT",County or equivalent,89513,89515,89654,91375,92570,94798,97508,100882,104739,108576,111682,114434,118960,119502,122713
38580,,39053,"Gallia County, OH",County or equivalent,30934,30942,31072,31031,30886,30685,30463,30249,30186,30162,29945,29898,29220,29193,29158
26420,,48167,"Galveston County, TX",County or equivalent,291309,291312,292484,295605,301049,306589,313367,320974,328820,334633,337858,342139,350682,351458,355062
24060,,8045,"Garfield County, CO",County or equivalent,56389,56373,56072,56048,56761,56938,57161,57698,58785,59032,59701,60061,61685,61776,62161
21420,,40047,"Garfield County, OK",County or equivalent,60580,60580,60765,60763,61399,62370,62790,63248,62493,61600,61095,61056,62846,62629,61926
26300,,5051,"Garland County, AR",County or equivalent,96024,95999,96067,96854,96986,97654,97758,97814,98282,98327,98966,99386,100180,100162,100330
16740,,37071,"Gaston County, NC",County or equivalent,206086,206098,206114,206886,207903,209212,210545,212919,216622,219656,222630,224529,227943,228269,230856
47260,,37073,"Gates County, NC",County or equivalent,12197,12185,12165,12043,11890,11703,11633,11531,11569,11514,11563,11562,10478,10452,10366
31740,,20061,"Geary County, KS",County or equivalent,34362,34356,35243,35294,37903,36797,36446,36681,35223,33774,32777,31670,36739,36747,35934
17460,,39055,"Geauga County, OH",County or equivalent,93389,93405,93389,93292,93771,93846,93979,93894,93845,93881,93945,93649,95397,95334,95565
14260,,16045,"Gem County, ID",County or equivalent,16719,16719,16687,16692,16630,16569,16646,16685,16959,17311,17587,18112,19123,19258,19792
22420,,26049,"Genesee County, MI",County or equivalent,425790,425787,424953,422026,418193,415639,412859,410461,408926,407488,406688,405813,406211,405648,404208
12860,,36037,"Genesee County, NY",County or equivalent,60079,59934,59928,59880,59672,59112,58725,58462,58013,57798,57487,57280,58388,58258,57853
20020,,1061,"Geneva County, AL",County or equivalent,26790,26781,26777,26756,26924,26677,26593,26631,26494,26385,26306,26271,26659,26675,26701
23860,,45043,"Georgetown County, SC",County or equivalent,60158,60311,60327,60173,60232,60476,60825,61456,61565,61826,62232,62680,63404,63440,63921
27180,,47053,"Gibson County, TN",County or equivalent,49683,49687,49731,49898,49666,49380,49436,49329,49250,49255,49171,49133,50429,50375,50541
37740,,4007,"Gila County, AZ",County or equivalent,53597,53592,53561,53440,52994,53005,53044,52978,53356,53578,53801,54018,53272,53306,53589
23540,,12041,"Gilchrist County, FL",County or equivalent,16939,16941,17000,16994,16897,16957,16991,17378,17622,17900,18284,18582,17864,17928,18360
13980,,51071,"Giles County, VA",County or equivalent,17286,17286,17316,17151,17022,16988,16849,16762,16827,16754,16799,16720,16787,16754,16562
23240,,48171,"Gillespie County, TX",County or equivalent,24837,24828,24874,25039,25175,25363,25473,25916,26206,26483,26702,26988,26725,26732,27297
19740,,8047,"Gilpin County, CO",County or equivalent,5441,5449,5471,5428,5431,5530,5747,5805,5914,6018,6112,6243,5808,5810,5873
37980,15804,34015,"Gloucester County, NJ",County or equivalent,288288,288756,289150,289687,289804,289883,290680,290943,290761,290961,291525,291636,302294,302607,304477
47260,,51073,"Gloucester County, VA",County or equivalent,36858,36859,36940,36889,36838,36768,37024,37010,37114,37295,37341,37348,38711,38688,39069
15260,,13127,"Glynn County, GA",County or equivalent,79626,79627,79744,80111,80866,81497,82177,83311,84099,84675,84975,85292,84499,84470,84739
47020,,48175,"Goliad County, TX",County or equivalent,7210,7210,7219,7208,7331,7452,7506,7513,7512,7552,7588,7658,7012,7005,7163
40060,,51075,"Goochland County, VA",County or equivalent,21717,21692,21744,21374,21273,21565,21849,22165,22485,22703,23219,23753,24727,24828,25488
39860,,27049,"Goodhue County, MN",County or equivalent,46183,46184,46210,46099,46140,46106,46016,46060,46226,46307,46299,46340,47582,47536,47968
15660,,13129,"Gordon County, GA",County or equivalent,55186,55221,55257,55520,55687,55761,55836,56324,56933,57164,57628,57963,57544,57696,58237
30420,,31073,"Gosper County, NE",County or equivalent,2044,2044,2040,1991,2080,2017,2004,2025,2025,2028,1996,1990,1893,1891,1824
36420,,40051,"Grady County, OK",County or equivalent,52431,52430,52440,52751,53026,53637,53878,54559,54683,54829,55448,55834,54795,54805,55508
30100,,33009,"Grafton County, NH",County or equivalent,89118,89139,89130,89276,89617,89894,89930,89439,90004,89853,89701,89886,91118,91123,92201
40940,,4009,"Graham County, AZ",County or equivalent,37220,37212,37152,37126,37015,37433,38099,37860,37807,37481,37995,38837,38533,38614,39050
34100,,47057,"Grainger County, TN",County or equivalent,22657,22656,22721,22753,22689,22739,22862,22848,23095,23106,23137,23320,23527,23525,23763
24220,,38035,"Grand Forks County, ND",County or equivalent,66861,66864,66994,66654,67582,69102,69764,70352,70473,70489,70355,69451,73170,73062,72705
15540,,50013,"Grand Isle County, VT",County or equivalent,6970,6970,6948,6974,6972,6988,6968,6871,6921,6975,7110,7235,7293,7278,7421
45900,,26055,"Grand Traverse County, MI",County or equivalent,86986,86983,86971,88341,89203,90099,90849,91541,91957,91791,92530,93088,95238,95315,95860
30780,,5053,"Grant County, AR",County or equivalent,17853,17842,17886,17947,18038,18046,18074,18016,18064,18103,18180,18265,17958,17975,18090
31980,,18053,"Grant County, IN",County or equivalent,70061,70063,69903,69616,69078,68845,68326,67479,66669,66305,66039,65769,66674,66446,66263
17140,,21081,"Grant County, KY",County or equivalent,24662,24655,24677,24765,24521,24565,24829,24736,24910,24973,25065,25069,24941,25008,25244
43500,,35017,"Grant County, NM",County or equivalent,29514,29512,29383,29346,29257,29104,28871,28364,28040,27642,27303,26998,28185,28209,27889
34180,,53025,"Grant County, WA",County or equivalent,89120,89124,89558,90594,91300,91701,92897,93527,94221,95357,96672,97733,99123,99365,100297
38420,,55043,"Grant County, WI",County or equivalent,51208,51204,51233,51178,50871,50994,51684,52071,51985,51728,51444,51439,51938,51934,52110
10780,,22043,"Grant Parish, LA",County or equivalent,22309,22309,22336,22382,22388,22301,22356,22302,22279,22296,22436,22389,22169,22129,22236
20500,,37077,"Granville County, NC",County or equivalent,59916,57538,57673,57503,57557,57762,57995,58162,58684,59372,59979,60443,60992,61041,61986
10940,,26057,"Gratiot County, MI",County or equivalent,42476,42478,42432,42119,41973,41931,41467,41331,40955,40979,40602,40711,41761,41662,41544
32460,,21083,"Graves County, KY",County or equivalent,37121,37151,37262,37613,37566,37406,37583,37248,37217,37190,37319,37266,36649,36512,36615
37420,,48179,"Gray County, TX",County or equivalent,22535,22537,22470,22661,22920,22996,23432,23265,22741,22106,22051,21886,21227,21179,21030
10140,,53027,"Grays Harbor County, WA",County or equivalent,72797,72800,72848,72366,71773,71046,70780,71011,71531,72490,73801,75061,75636,75811,76841
43300,,48181,"Grayson County, TX",County or equivalent,120877,120877,121034,121430,121854,122362,123599,125628,128291,131152,133787,136212,135543,136014,139336
15820,,21087,"Green County, KY",County or equivalent,11258,11255,11230,11191,11277,11154,11017,10951,10969,11036,10998,10941,11107,11112,11291
31540,,55045,"Green County, WI",County or equivalent,36842,36839,36857,36856,36760,36934,36858,36931,36787,36877,36924,36960,37093,36992,36988
46220,,1063,"Greene County, AL",County or equivalent,9045,9039,8991,8903,8848,8748,8584,8508,8482,8310,8209,8111,7730,7704,7629
37500,,5055,"Greene County, AR",County or equivalent,42090,42090,42201,42763,43229,43160,43788,44300,44730,44993,45339,45325,45736,45818,46317
44180,,29077,"Greene County, MO",County or equivalent,275174,275179,275309,277446,280447,283605,285241,287312,287818,289512,291054,293086,298915,299060,300865
19430,,39057,"Greene County, OH",County or equivalent,161573,161577,161588,163566,164335,163907,164673,164272,165290,166566,167446,168937,167966,168025,168412
24620,,47059,"Greene County, TN",County or equivalent,68831,68825,68834,69173,68760,68336,68464,68586,68529,68821,69164,69069,70152,70220,70621
16820,,51079,"Greene County, VA",County or equivalent,18403,18389,18457,18667,18803,18848,19105,19183,19309,19593,19692,19819,20552,20591,20968
26580,,21089,"Greenup County, KY",County or equivalent,36910,36906,36885,36841,36686,36483,36303,36006,35824,35514,35332,35098,35962,35852,35649
24860,,45045,"Greenville County, SC",County or equivalent,451225,451211,452697,458916,466062,473014,481485,490900,499122,506831,514621,523542,525534,526980,533834
24940,,45047,"Greenwood County, SC",County or equivalent,69661,69691,69766,69848,69958,69823,69670,69962,70188,70496,70597,70811,69351,69380,69241
30980,,48183,"Gregg County, TX",County or equivalent,121730,121747,121984,122656,123089,123233,123146,123800,123367,122852,123251,123945,124239,124175,124201
24980,,28043,"Grenada County, MS",County or equivalent,21906,21898,21835,21603,21614,21529,21596,21444,21219,21037,20984,20758,21629,21581,21365
47940,,19075,"Grundy County, IA",County or equivalent,12453,12453,12463,12478,12437,12341,12390,12405,12286,12298,12272,12232,12329,12312,12347
16980,16984,17063,"Grundy County, IL",County or equivalent,50063,50079,50154,50099,50160,50187,50287,50363,50317,50622,50973,51054,52533,52514,52989
41700,,48187,"Guadalupe County, TX",County or equivalent,131533,131527,132587,135809,139641,142881,146811,150578,154492,159639,163276,166847,172706,173541,177036
15740,,39059,"Guernsey County, OH",County or equivalent,40087,40092,40155,39910,39876,39706,39690,39392,39211,39066,39011,38875,38438,38390,38287
24660,,37081,"Guilford County, NC",County or equivalent,488406,488454,489618,494953,500514,506400,512233,517053,524265,528243,532607,537174,541299,541347,542410
19780,,19077,"Guthrie County, IA",County or equivalent,10954,10955,10937,10859,10762,10671,10686,10649,10642,10645,10720,10689,10623,10612,10567
12060,,13135,"Gwinnett County, GA",County or equivalent,805321,805286,808007,822415,836844,853459,870986,888494,904962,918186,927337,936250,957062,957801,964546
18460,,13137,"Habersham County, GA",County or equivalent,43041,43032,43061,43043,43377,43154,43564,43792,44104,44535,45373,45328,46031,46105,46774
46220,,1065,"Hale County, AL",County or equivalent,15760,15762,15745,15361,15364,15246,15046,15015,14828,14801,14749,14651,14785,14792,14754
38380,,48189,"Hale County, TX",County or equivalent,36273,36206,36269,36381,36258,35676,34451,34034,34107,33954,33631,33406,32522,32439,32220
40260,,37083,"Halifax County, NC",County or equivalent,54691,54624,54470,54114,53732,53187,52833,52182,51815,51311,50634,50010,48622,48495,48272
