CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018,POPESTIMATE2019,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021
10580,,36091,"Saratoga County, NY",County or equivalent,219607,219598,220109,221111,222483,224087,224513,226078,227122,229276,230170,229863,235509,235689,237359
36540,,31153,"Sarpy County, NE",County or equivalent,158840,158835,159720,162568,165664,168990,171853,175173,178355,181376,184062,187196,190604,191114,193418
12660,,55111,"Sauk County, WI",County or equivalent,61976,61955,62050,62236,62369,62782,62959,63271,63614,63967,64318,64442,65763,65718,65697
36540,,31155,"Saunders County, NE",County or equivalent,20780,20778,20869,20841,20797,20877,20860,20949,20992,21032,21274,21578,22278,22361,22787
10580,,36093,"Schenectady County, NY",County or equivalent,154727,154751,154861,154864,155016,154944,155016,154733,154475,154710,155079,155299,158061,157861,158089
11140,,13249,"Schley County, GA",County or equivalent,5010,5013,5020,5044,5024,5095,5189,5209,5173,5235,5230,5257,4547,4538,4478
10580,,36095,"Schoharie County, NY",County or equivalent,32749,32723,32686,32618,32039,31900,31767,31405,31304,31255,31146,30999,29714,29720,29863
28860,,29197,"Schuyler County, MO",County or equivalent,4431,4431,4441,4389,4387,4370,4392,4500,4501,4518,4594,4660,4032,4007,4025
39060,,42107,"Schuylkill County, PA",County or equivalent,148289,148290,148288,147538,147125,146668,145393,144117,143497,142580,141815,141359,143049,142777,143264
39020,,39145,"Scioto County, OH",County or equivalent,79499,79650,79664,79408,78783,78304,77476,76992,76436,75976,75480,75314,74008,73720,73346
29900,,37165,"Scotland County, NC",County or equivalent,36157,36160,36062,36275,36093,35911,35656,35321,35309,35174,34751,34823,34174,34110,34227
19340,,19163,"Scott County, IA",County or equivalent,165224,165223,165272,166629,168347,170201,171310,171903,172135,172448,172803,172943,174669,174488,174170
27300,,17171,"Scott County, IL",County or equivalent,5355,5355,5327,5229,5287,5211,5170,5110,5052,4983,4927,4951,4949,4927,4836
42500,,18143,"Scott County, IN",County or equivalent,24181,24195,24171,23907,23723,23755,23636,23660,23687,23793,23784,23873,24384,24336,24355
30460,,21209,"Scott County, KY",County or equivalent,47173,47096,47274,47913,48970,50000,51219,52155,53425,54782,55968,57004,57155,57477,58252
33460,,27139,"Scott County, MN",County or equivalent,129928,129908,130506,132565,135114,137244,139161,141329,143309,145535,147191,149013,150928,151265,153268
43460,,29201,"Scott County, MO",County or equivalent,39191,39199,39261,39147,39161,39207,38868,39007,38760,38576,38541,38280,38059,38009,37840
28700,,51169,"Scott County, VA",County or equivalent,23177,23168,23128,23053,22954,22768,22519,22296,22082,21893,21672,21566,21576,21547,21419
42420,,31157,"Scotts Bluff County, NE",County or equivalent,36970,36970,37057,36956,36905,36853,36437,36245,36420,36160,35925,35618,36084,36002,35745
43660,,48415,"Scurry County, TX",County or equivalent,16921,16919,16928,16868,17125,17272,17377,17570,17394,17003,16812,16703,16932,16931,16824
22900,,5131,"Sebastian County, AR",County or equivalent,125744,125740,125737,127010,127571,127173,126733,127385,127385,127786,127570,127827,127799,127739,128400
48620,,20173,"Sedgwick County, KS",County or equivalent,498365,498356,499128,501011,504101,506442,508968,511083,513092,513176,513484,516042,523824,524246,523828
36740,,12117,"Seminole County, FL",County or equivalent,422718,422710,423051,426334,430537,435503,441399,448318,455945,462801,468122,471826,470856,471058,470093
42900,,36099,"Seneca County, NY",County or equivalent,35251,35248,35266,35380,35388,35250,34879,34801,34710,34246,34179,34016,33814,33715,33688
45660,,39147,"Seneca County, OH",County or equivalent,56745,56742,56618,56522,56106,55847,55803,55650,55467,55267,55194,55178,55069,54990,54906
16860,,47153,"Sequatchie County, TN",County or equivalent,14112,14121,14128,14274,14350,14537,14634,14641,14754,14767,14891,15026,15826,15863,16396
22900,,40135,"Sequoyah County, OK",County or equivalent,42391,42428,42509,42421,42050,41814,41852,41782,41867,41742,41585,41569,39281,39255,39508
42940,,47155,"Sevier County, TN",County or equivalent,89889,89720,89923,91192,92362,93477,94660,95417,96470,97307,97895,98250,98380,98497,99517
30580,,20175,"Seward County, KS",County or equivalent,22952,22950,22970,23128,23353,23311,23303,23273,22897,22245,21902,21428,21964,21832,21747
30700,,31159,"Seward County, NE",County or equivalent,16750,16750,16799,16705,16897,16994,17012,16994,17103,17203,17273,17284,17609,17605,17603
12900,,5135,"Sharp County, AR",County or equivalent,17264,17263,17250,17270,17034,17043,16820,16808,17007,17147,17290,17442,17271,17282,17622
39820,,6089,"Shasta County, CA",County or equivalent,177223,177221,177274,177588,177875,178397,178844,178314,178571,179384,179709,180080,182155,181893,182139
43020,,55115,"Shawano County, WI",County or equivalent,41949,41955,41939,41671,41509,41409,41345,41051,40952,40846,40771,40899,40881,40838,40859
45820,,20177,"Shawnee County, KS",County or equivalent,177934,177943,178360,178948,178975,178650,178567,178689,178350,178056,177290,176875,178909,178608,178264
43100,,55117,"Sheboygan County, WI",County or equivalent,115507,115512,115524,115208,114767,114697,114982,115196,115030,115089,115233,115340,118034,117937,117747
13820,,1117,"Shelby County, AL",County or equivalent,195085,195253,196032,197952,200912,204039,206280,208959,211282,213633,215583,217702,223024,223708,226902
26900,,18145,"Shelby County, IN",County or equivalent,44436,44379,44297,44280,44257,44333,44358,44341,44229,44367,44522,44729,45055,45026,45039
31140,,21211,"Shelby County, KY",County or equivalent,42074,41971,42189,42848,43656,44460,45089,45787,46548,47209,48059,49024,48065,48179,48461
43380,,39149,"Shelby County, OH",County or equivalent,49423,49455,49349,49259,49159,49203,48995,49030,48765,48738,48622,48590,48230,48119,47977
32820,,47157,"Shelby County, TN",County or equivalent,927644,927682,928447,933186,939168,938363,937500,937067,936021,935251,936365,937166,929744,928644,924454
33460,,27141,"Sherburne County, MN",County or equivalent,88499,88492,88798,89268,89461,90069,90889,91415,93228,94476,95957,97238,97183,97479,99074
43260,,56033,"Sheridan County, WY",County or equivalent,29116,29124,29148,29251,29524,29733,29852,29883,29964,30147,30219,30485,30921,30996,31646
29620,,26155,"Shiawassee County, MI",County or equivalent,70648,70668,70634,69998,69329,68903,68808,68505,68542,68400,68133,68122,68094,67983,67877
15580,,30093,"Silver Bow County, MT",County or equivalent,34200,34209,34230,34405,34474,34574,34752,34691,34696,34811,34739,34915,35133,35168,35411
27140,,28127,"Simpson County, MS",County or equivalent,27503,27500,27526,27405,27424,27531,27512,27169,26992,26905,26717,26658,25949,25893,25750
42420,,31165,"Sioux County, NE",County or equivalent,1311,1311,1311,1319,1323,1330,1321,1276,1259,1195,1186,1166,1135,1144,1143
34580,,53057,"Skagit County, WA",County or equivalent,116901,116892,116944,117578,117714,118255,119966,121559,123603,125860,127835,129205,129523,129852,130696
38900,,53059,"Skamania County, WA",County or equivalent,11066,11070,11116,11154,11200,11308,11377,11375,11581,11809,11919,12083,12036,12034,12170
34980,,47159,"Smith County, TN",County or equivalent,19166,19150,19126,19210,19179,19117,19097,19308,19526,19732,19979,20157,19904,19939,20172
46340,,48423,"Smith County, TX",County or equivalent,209714,209725,210408,212764,214811,216475,219642,222390,225161,227195,229749,232751,233479,234063,237186
42660,42644,53061,"Snohomish County, WA",County or equivalent,713335,713299,715500,722068,732097,744112,757239,769698,787110,802089,813059,822083,827957,829331,833540
42780,,42109,"Snyder County, PA",County or equivalent,39702,39721,39708,39782,39882,40123,40234,40509,40423,40594,40518,40372,39736,39717,39621
46700,,6095,"Solano County, CA",County or equivalent,413344,413343,413967,416342,419674,423659,429006,433409,438858,443511,445725,447643,453491,453274,451716
41540,,24039,"Somerset County, MD",County or equivalent,26470,26470,26464,26261,26039,25959,25571,25687,25839,25896,25606,25616,24620,24567,24584
35620,35154,34035,"Somerset County, NJ",County or equivalent,323444,323479,324122,326249,327407,329047,329329,329626,329875,330573,330181,328934,345361,345014,345647
43740,,42111,"Somerset County, PA",County or equivalent,77742,77731,77759,77274,77012,76587,76146,75383,74860,74242,73872,73447,74129,73917,73627
42220,,6097,"Sonoma County, CA",County or equivalent,483878,483861,484755,487421,489993,494073,498560,500863,502547,502469,498643,494336,488863,488345,485887
47260,,51175,"Southampton County, VA",County or equivalent,18570,18573,18640,18638,18507,18329,18223,18136,18080,17841,17713,17631,17996,17949,18006
12060,,13255,"Spalding County, GA",County or equivalent,64073,64109,64096,64044,63691,63508,63692,63818,64546,65358,66107,66703,67306,67413,67909
43900,,45083,"Spartanburg County, SC",County or equivalent,284307,284304,284731,286102,288176,290414,292981,296558,300867,306740,314137,319785,327997,329364,335864
31140,,21215,"Spencer County, KY",County or equivalent,17061,17142,17201,17466,17518,17678,17813,18072,18336,18619,19021,19351,19490,19564,19916
44060,,53063,"Spokane County, WA",County or equivalent,471221,471220,472081,473436,475447,478332,482857,488610,496889,505623,513603,522798,539339,540700,546040
47900,47894,51177,"Spotsylvania County, VA",County or equivalent,122397,122453,122976,124537,125827,127392,128804,129948,131252,132739,134011,136215,140032,140475,143676
35380,,22087,"St. Bernard Parish, LA",County or equivalent,35897,35897,36824,39516,41483,43430,44439,45421,45777,46110,46780,47244,43764,43838,44258
41180,,29183,"St. Charles County, MO",County or equivalent,360485,360495,361803,365582,369111,374288,379844,384978,390541,395130,398780,402022,405262,406258,409981
35380,,22089,"St. Charles Parish, LA",County or equivalent,52780,52888,52818,52390,52420,52614,52678,52572,52796,52620,52775,53100,52549,52481,52282
13820,,1115,"St. Clair County, AL",County or equivalent,83593,83350,83571,83975,84761,85810,85996,86546,87306,87926,88654,89512,91103,91333,92748
41180,,17163,"St. Clair County, IL",County or equivalent,270056,270078,270353,270048,268673,266831,265941,264858,263187,262600,261360,259686,257400,256789,254796
19820,47664,26147,"St. Clair County, MI",County or equivalent,163040,163051,162690,161581,160625,160288,160065,159700,159369,159005,159031,159128,160383,160265,160053
33460,,55109,"St. Croix County, WI",County or equivalent,84345,84337,84397,84771,85035,85643,86530,87129,87598,88560,89688,90687,93536,93797,95044
22620,,5123,"St. Francis County, AR",County or equivalent,28258,28253,28194,27994,27992,27508,27088,26651,26347,25997,25509,24994,23090,23046,22739
22100,,29187,"St. Francois County, MO",County or equivalent,65359,65369,65529,65590,65803,66102,65784,66232,66356,66674,66737,67215,66922,66900,67541
12940,,22091,"St. Helena Parish, LA",County or equivalent,11203,11205,11197,10955,10979,10771,10519,10457,10389,10322,10187,10132,10920,10889,10912
35380,,22093,"St. James Parish, LA",County or equivalent,22102,22101,22048,21784,21634,21607,21515,21481,21433,21380,21151,21096,20192,20127,19742
35380,,22095,"St. John the Baptist Parish, LA",County or equivalent,45924,45810,45591,45066,44719,43570,43714,43523,43401,43328,43119,42837,42477,42394,42094
27260,,12109,"St. Johns County, FL",County or equivalent,190039,190038,191249,196106,202066,209439,217836,226362,234828,243693,253814,264672,273425,276916,292466
43780,,18141,"St. Joseph County, IN",County or equivalent,266931,266914,266797,266680,266492,267054,267848,268361,269862,270057,270972,271826,272912,272549,272212
44780,,26149,"St. Joseph County, MI",County or equivalent,61295,61303,61288,61068,60992,60989,61015,60804,60790,60710,60912,60964,60939,60902,60758
36660,,22097,"St. Landry Parish, LA",County or equivalent,83384,83390,83495,83442,83466,83415,83680,83649,83768,83535,82782,82124,82540,82273,82071
36300,,36089,"St. Lawrence County, NY",County or equivalent,111944,111940,111812,112277,112355,111931,111437,110348,109449,108699,108327,107740,108505,108311,108051
41180,,29510,"St. Louis city, MO",County or equivalent,319294,319289,319336,319344,319416,318476,317399,316010,312633,308233,303419,300576,301578,300528,293310
20260,,27137,"St. Louis County, MN",County or equivalent,200226,200229,200138,200412,200361,200452,200651,200296,199967,199778,199685,199070,200231,199962,199182
41180,,29189,"St. Louis County, MO",County or equivalent,998954,998985,998840,1000040,1000761,1000456,1000528,1001109,997837,996227,995219,994205,1004125,1002838,997187
38940,,12111,"St. Lucie County, FL",County or equivalent,277789,277255,278264,280416,282931,285299,290045,297282,305566,313163,320425,328297,329226,331275,343579
29180,,22099,"St. Martin Parish, LA",County or equivalent,52160,52122,52224,52760,52614,52901,53256,53831,53771,54066,53562,53431,51767,51604,51540
34020,,22101,"St. Mary Parish, LA",County or equivalent,54650,54647,54550,54187,53562,53581,53273,52876,52069,50708,49841,49348,49406,49140,48232
15680,,24037,"St. Mary's County, MD",County or equivalent,105151,105144,105761,107566,108800,109224,109913,110985,111750,112487,112720,113510,113777,113953,114468
35380,,22103,"St. Tammany Parish, LA",County or equivalent,233740,233756,234544,236846,239064,241953,245237,248930,252468,255921,258035,260419,264570,264933,269388
47900,47894,51179,"Stafford County, VA",County or equivalent,128961,128984,129832,132200,133368,135923,138791,140868,143501,146792,149824,152882,156927,157604,160877
33700,,6099,"Stanislaus County, CA",County or equivalent,514453,514450,515145,517560,520424,523451,528015,533211,539255,544717,548126,550660,552878,552710,552999
38180,,46117,"Stanley County, SD",County or equivalent,2966,2966,2971,2978,2976,2979,2979,2974,3012,2986,3017,3098,2980,2976,3032
10620,,37167,"Stanly County, NC",County or equivalent,60585,60586,60579,60530,60462,60633,60618,60622,60826,61505,62180,62806,62504,62609,63425
35740,,31167,"Stanton County, NE",County or equivalent,6129,6128,6142,6176,6091,6087,6097,5944,5975,5974,5970,5920,5842,5824,5816
37900,,17175,"Stark County, IL",County or equivalent,5994,5992,5969,5842,5739,5705,5601,5505,5512,5457,5418,5342,5400,5391,5294
19860,,38089,"Stark County, ND",County or equivalent,24199,24199,24359,25186,26901,28317,30315,31861,30869,30291,30893,31489,33646,33805,33046
15940,,39151,"Stark County, OH",County or equivalent,375586,375591,375372,374511,374891,375108,375546,374715,373447,372003,371248,370606,374853,374357,373834
40100,,48427,"Starr County, TX",County or equivalent,60968,60967,61134,61642,61970,62381,62965,63484,63894,64130,64249,64633,65920,65835,66049
44420,,51790,"Staunton city, VA",County or equivalent,23746,23745,23737,24023,23809,24101,24283,24185,24156,24325,24562,24932,25750,25800,25661
41060,,27145,"Stearns County, MN",County or equivalent,150642,150642,150756,151359,151891,152577,153972,156003,157225,158301,159656,161075,158292,158349,158947
36940,,27147,"Steele County, MN",County or equivalent,36576,36581,36497,36568,36311,36363,36483,36599,36644,36787,36738,36649,37406,37352,37349
45740,,13257,"Stephens County, GA",County or equivalent,26175,26153,26117,25750,25703,25551,25406,25446,25637,25736,26007,25925,26784,26800,26865
20340,,40137,"Stephens County, OK",County or equivalent,45048,45047,45100,45104,44881,44976,44563,44576,43998,43340,43179,43143,42848,42753,43129
23300,,17177,"Stephenson County, IL",County or equivalent,47711,47708,47606,47323,46886,46671,46269,45668,45503,44997,44797,44498,44630,44457,44021
41660,,48431,"Sterling County, TX",County or equivalent,1143,1143,1137,1170,1191,1229,1340,1333,1339,1287,1304,1291,1372,1383,1381
11420,,18151,"Steuben County, IN",County or equivalent,34185,34147,34109,34068,34158,34371,34491,34469,34329,34384,34487,34594,34435,34440,34632
18500,,36101,"Steuben County, NY",County or equivalent,98990,98982,99005,99148,98925,98843,98165,97551,96958,96360,95860,95379,93584,93363,92948
44060,,53065,"Stevens County, WA",County or equivalent,43531,43532,43472,43453,43483,43271,43479,43553,44141,44636,45224,45723,46445,46566,47426
17980,,13259,"Stewart County, GA",County or equivalent,6058,6060,6102,6067,6109,5559,5887,5973,6122,6314,6435,6621,5314,5295,5341
17300,,47161,"Stewart County, TN",County or equivalent,13324,13313,13348,13223,13309,13277,13210,13187,13190,13422,13619,13715,13657,13683,13855
13740,,30095,"Stillwater County, MT",County or equivalent,9117,9096,9114,9156,9166,9255,9235,9425,9360,9419,9483,9642,8963,9010,9044
49180,,37169,"Stokes County, NC",County or equivalent,47401,47413,47344,47142,46731,46514,46323,46159,45920,45724,45511,45591,44520,44517,44553
25060,,28131,"Stone County, MS",County or equivalent,17786,17790,17907,17901,18051,17960,18089,18271,18183,18593,17997,18336,18333,18333,18644
39900,,32029,"Storey County, NV",County or equivalent,4010,4013,3997,3905,3838,3795,3803,3876,3986,3976,3981,4123,4104,4106,4143
11180,,19169,"Story County, IA",County or equivalent,89542,89542,89654,91136,92003,93877,95802,96636,96893,97278,96781,97117,98537,98615,99472
14460,40484,33017,"Strafford County, NH",County or equivalent,123143,123151,123200,124133,124768,125029,126542,127038,128311,129841,129797,130633,130889,131006,132416
27420,,38093,"Stutsman County, ND",County or equivalent,21100,21100,21137,21021,20978,21082,21120,21047,21068,21132,20875,20704,21593,21529,21576
47260,,51800,"Suffolk city, VA",County or equivalent,84585,84565,84813,84750,85251,85751,86882,88079,89194,90108,90975,92108,94324,94685,96194
14460,14454,25025,"Suffolk County, MA",County or equivalent,722023,722183,725772,737141,751103,762488,773630,782591,792576,800806,803147,803907,797936,795431,771245
35620,35004,36103,"Suffolk County, NY",County or equivalent,1493350,1493116,1494339,1498892,1496982,1497346,1495525,1491967,1486406,1483358,1480830,1476601,1525920,1524099,1526344
45460,,18153,"Sullivan County, IN",County or equivalent,21475,21475,21390,21218,21203,21138,20995,20874,20710,20700,20696,20669,20817,20803,20758
30100,,33019,"Sullivan County, NH",County or equivalent,43742,43739,43745,43502,43229,43049,43149,43148,43084,43027,43114,43146,43063,43033,43533
28700,,47163,"Sullivan County, TN",County or equivalent,156823,156800,156749,156876,156322,156185,156404,156199,156182,156924,157599,158348,158163,158092,159265
14720,,8117,"Summit County, CO",County or equivalent,27994,27994,28073,28042,28298,28728,29317,30045,30552,30820,30817,31011,31055,30971,30941
10420,,39153,"Summit County, OH",County or equivalent,541781,541772,541645,541325,540726,541926,542445,541788,541003,541514,541353,541013,540428,539530,537633
25720,,49043,"Summit County, UT",County or equivalent,36324,36324,36500,37421,37864,38420,39113,39640,40512,41330,41890,42145,42357,42452,43093
48620,,20191,"Sumner County, KS",County or equivalent,24132,24137,24118,23787,23635,23537,23384,23417,23183,23117,23019,22836,22382,22332,22385
34980,,47165,"Sumner County, TN",County or equivalent,160645,160634,161214,163680,165967,168754,172269,175326,179332,183756,187490,191283,196281,197272,200557
45540,,12119,"Sumter County, FL",County or equivalent,93420,93420,94278,97975,101669,106898,112236,117076,122009,124995,128719,132420,129752,130897,135638
11140,,13261,"Sumter County, GA",County or equivalent,32819,32815,32684,32068,31582,31335,31161,30696,30403,29901,29796,29524,29616,29553,29283
44940,,45085,"Sumter County, SC",County or equivalent,107456,107485,107607,107308,107800,107747,107663,107151,107075,106431,106409,106721,105556,105417,104758
26940,,28133,"Sunflower County, MS",County or equivalent,29450,29383,28981,28521,28407,27906,27405,26877,26493,26142,26211,25110,25971,25826,25402
34340,,37171,"Surry County, NC",County or equivalent,73673,73749,73775,73496,73295,72643,72487,71998,72008,72107,71959,71783,71359,71253,71152
41540,,10005,"Sussex County, DE",County or equivalent,197145,197103,197885,200362,203034,206207,210263,214636,219321,224348,229389,234225,237378,238912,247527
35620,35084,34037,"Sussex County, NJ",County or equivalent,149265,148936,148855,148167,146979,145639,144593,143004,141925,141197,140801,140488,144221,144082,145543
40060,,51183,"Sussex County, VA",County or equivalent,12087,12070,12011,12086,11924,11766,11723,11692,11414,11379,11241,11159,10829,10768,10763
49700,,6101,"Sutter County, CA",County or equivalent,94737,94756,94751,94482,94189,94507,94778,95282,95742,96204,96348,96971,99633,99480,99063
19000,,37173,"Swain County, NC",County or equivalent,13981,13978,14006,14007,14053,13977,14238,14326,14190,14263,14249,14271,14117,14083,14136
40540,,56037,"Sweetwater County, WY",County or equivalent,43806,43806,43574,43986,45002,45157,44948,44719,44222,43464,42858,42343,42272,42158,41614
17980,,13263,"Talbot County, GA",County or equivalent,6865,6890,6880,6850,6640,6554,6534,6498,6366,6256,6290,6195,5733,5731,5742
20660,,24041,"Talbot County, MD",County or equivalent,37782,37781,37879,37947,37986,37896,37517,37413,37135,37033,37074,37181,37526,37456,37626
45180,,1121,"Talladega County, AL",County or equivalent,82291,82353,82172,81863,82146,81578,81512,81128,80552,80142,80137,79978,82149,82069,81524
10760,,1123,"Tallapoosa County, AL",County or equivalent,41616,41618,41476,41402,41048,41028,40884,40605,40586,40613,40535,40367,41311,41229,41023
14700,,29213,"Taney County, MO",County or equivalent,51675,51672,51902,52652,52901,53255,53810,54216,54608,55100,55719,55928,56066,56020,56387
25220,,22105,"Tangipahoa Parish, LA",County or equivalent,121097,121109,121485,122700,123646,125520,127010,128716,130619,132353,133837,134758,133157,133549,135217
45340,,35055,"Taos County, NM",County or equivalent,32937,32933,32895,32890,32759,32957,32963,32797,32922,32790,32699,32723,34489,34392,34623
19100,23104,48439,"Tarrant County, TX",County or equivalent,1809034,1810664,1817480,1847882,1882205,1912767,1946122,1984880,2023556,2056451,2081446,2102515,2110640,2114709,2126477
32820,,28137,"Tate County, MS",County or equivalent,28886,28872,28987,28742,28526,28347,28248,28465,28306,28581,28347,28321,28064,28124,28234
15820,,21217,"Taylor County, KY",County or equivalent,24512,24511,24673,24991,25069,25159,25360,25586,25441,25544,25514,25769,26023,26020,26235
10180,,48441,"Taylor County, TX",County or equivalent,131506,131515,131835,132853,134084,133927,134987,136133,136257,136634,137294,138034,143208,143383,143326
17220,,54091,"Taylor County, WV",County or equivalent,16895,16891,16889,16934,16973,16990,17102,16930,16952,16914,16828,16695,16705,16701,16492
37900,,17179,"Tazewell County, IL",County or equivalent,135394,135392,135486,135850,136127,136266,135353,134302,133932,133489,132450,131803,131343,131018,130413
14140,,51185,"Tazewell County, VA",County or equivalent,45078,45058,45117,44730,44264,44017,43379,42905,42155,41303,41058,40595,40429,40343,39925
39780,,6103,"Tehama County, CA",County or equivalent,63463,63440,63559,63331,63212,62875,62801,63158,63453,63847,64018,65084,65829,65615,65498
17820,,8119,"Teller County, CO",County or equivalent,23350,23359,23469,23369,23445,23356,23433,23388,24058,24674,25113,25388,24710,24726,24926
26380,,22109,"Terrebonne Parish, LA",County or equivalent,111860,111543,111506,111635,111708,112707,113482,113817,113006,111823,111163,110461,109580,109319,108708
10500,,13273,"Terrell County, GA",County or equivalent,9315,9507,9526,9392,9225,9165,9079,9013,8861,8695,8587,8531,9185,9153,8964
27220,,16081,"Teton County, ID",County or equivalent,10170,10165,10151,10161,10125,10399,10436,10725,11165,11445,11651,12142,11630,11731,12267
27220,,56039,"Teton County, WY",County or equivalent,21294,21298,21296,21414,21624,22315,22773,23047,23234,23384,23269,23464,23331,23347,23575
25100,,40139,"Texas County, OK",County or equivalent,20640,20640,20802,21258,21594,22048,21738,21446,21183,20924,20491,19983,21384,21283,20865
45620,,13275,"Thomas County, GA",County or equivalent,44720,44723,44747,44590,44528,44770,44765,44796,44950,44619,44334,44451,45798,45766,45842
36500,,53067,"Thurston County, WA",County or equivalent,252264,252260,253001,256386,258527,261852,264909,267978,273714,280269,286056,290536,294793,295729,297977
45700,,13277,"Tift County, GA",County or equivalent,40118,40136,40251,41159,40945,40180,40453,40536,40554,40431,40542,40644,41344,41348,41212
13780,,36107,"Tioga County, NY",County or equivalent,51125,51049,51008,50875,50278,50103,49824,49355,48824,48609,48441,48203,48455,48355,47980
29200,,18157,"Tippecanoe County, IN",County or equivalent,172780,172803,173104,175861,179124,181953,184433,186723,190292,191199,193817,195732,186251,186247,187076
32820,,47167,"Tipton County, TN",County or equivalent,61081,61006,61065,61305,61524,61572,61596,61533,61223,61305,61576,61599,60970,60961,61004
34420,,48449,"Titus County, TX",County or equivalent,32334,32334,32419,32452,32612,32587,32502,32626,32463,32619,32743,32750,31247,31264,31183
25540,,9013,"Tolland County, CT",County or equivalent,152691,152747,153239,153050,151967,151778,151693,151734,151162,151009,150689,150721,149788,149650,150293
41660,,48451,"Tom Green County, TX",County or equivalent,110224,110228,110678,111751,113307,114680,116319,117514,117634,117566,118014,119200,120003,120105,119411
27060,,36109,"Tompkins County, NY",County or equivalent,101564,101592,101740,101821,102726,103553,103391,103006,102942,102664,102419,102180,105740,105404,105162
41620,,49045,"Tooele County, UT",County or equivalent,58218,58218,58502,59190,59792,60633,61442,62639,64612,67486,69989,72259,72698,73281,76640
47080,,13279,"Toombs County, GA",County or equivalent,27223,27170,27244,27195,27168,27189,27135,27150,27121,26859,26902,26830,27030,27052,26911
10740,,35057,"Torrance County, NM",County or equivalent,16383,16380,16404,16447,16155,15825,15666,15596,15491,15535,15512,15461,15045,15051,15307
14820,,37175,"Transylvania County, NC",County or equivalent,33090,33089,33085,32807,32835,32827,32952,33157,33393,33767,34173,34385,32986,33009,33165
12420,,48453,"Travis County, TX",County or equivalent,1024266,1024444,1030503,1061709,1096886,1122248,1152260,1179805,1206110,1227585,1246572,1273954,1290188,1296100,1305154
20140,,13283,"Treutlen County, GA",County or equivalent,6885,6883,6894,6824,6789,6687,6811,6803,6710,6746,6813,6901,6406,6390,6306
17300,,21221,"Trigg County, KY",County or equivalent,14339,14327,14322,14214,14410,14300,14131,14218,14302,14418,14658,14651,14061,14068,14192
29300,,13285,"Troup County, GA",County or equivalent,67044,67040,67054,67629,68282,68801,69278,69595,69939,70062,70078,69922,69426,69388,69720
34980,,47169,"Trousdale County, TN",County or equivalent,7870,7864,7874,7815,7794,7810,7998,8051,9955,10831,11033,11284,11615,11661,12035
49660,,39155,"Trumbull County, OH",County or equivalent,210312,210332,209840,208834,207191,206328,204973,203328,201715,200281,198539,197974,201977,201405,201335
47300,,6107,"Tulare County, CA",County or equivalent,442179,442182,442969,446784,449779,452460,455138,457161,459235,462308,464589,466195,473117,473736,477054
46140,,40143,"Tulsa County, OK",County or equivalent,603403,603430,604973,609204,615181,623705,630918,640470,645951,646437,647683,651552,669279,670157,672858
32820,,28143,"Tunica County, MS",County or equivalent,10778,10778,10765,10590,10438,10454,10496,10264,10139,9984,9922,9632,9782,9720,9696
43760,,6109,"Tuolumne County, CA",County or equivalent,55365,55368,55190,54830,54221,53997,53851,53615,53770,53976,54387,54478,55620,55516,55810
43620,,46125,"Turner County, SD",County or equivalent,8347,8349,8352,8356,8301,8306,8192,8131,8259,8303,8422,8384,8673,8673,8708
46220,,1125,"Tuscaloosa County, AL",County or equivalent,194656,194667,194996,196745,198807,201084,203086,204767,206464,207618,208319,209355,227036,227153,227007
35420,,39157,"Tuscarawas County, OH",County or equivalent,92582,92585,92543,92483,92413,92602,92652,92739,92560,92308,92079,91987,93263,93063,92500
31420,,13289,"Twiggs County, GA",County or equivalent,9023,9026,8973,8827,8552,8516,8392,8347,8249,8253,8174,8120,8022,7986,7856
46300,,16083,"Twin Falls County, ID",County or equivalent,77230,77241,77545,78100,78550,79894,80986,82245,83819,85374,86029,86878,90046,90279,92243
21740,,56041,"Uinta County, WY",County or equivalent,21118,21121,21089,20896,20996,20951,20822,20763,20682,20431,20292,20226,20450,20441,20635
46860,,49047,"Uintah County, UT",County or equivalent,32588,32588,32467,33241,34641,35682,36918,37791,36264,35228,35405,35734,35620,35618,36204
28740,,36111,"Ulster County, NY",County or equivalent,182493,182519,182418,182448,181538,180698,180400,179658,179042,178635,178418,177573,181851,181687,182951
25840,,41059,"Umatilla County, OR",County or equivalent,75889,75887,76094,76804,77005,76875,76685,76467,76686,77120,77421,77950,80075,80011,79988
27740,,47171,"Unicoi County, TN",County or equivalent,18313,18311,18284,18302,18253,18095,17951,17819,17737,17796,17822,17883,17928,17867,17698
20980,,5139,"Union County, AR",County or equivalent,41639,41639,41573,41402,40861,40604,40136,40086,39879,39460,39139,38682,39054,38925,38340
17140,,18161,"Union County, IN",County or equivalent,7516,7516,7537,7496,7352,7307,7241,7185,7139,7159,7029,7054,7087,7090,7047
16740,,37179,"Union County, NC",County or equivalent,201292,201332,202109,204888,208069,212200,217689,221949,226279,231350,235830,239859,238267,239287,243648
35620,35084,34039,"Union County, NJ",County or equivalent,536499,536464,537369,539931,542970,546025,548014,549905,552781,554738,556402,556341,575345,574349,572114
